datetime,total
17-11-2019 15:55,20600
17-11-2019 15:58,14800
17-11-2019 16:45,14500
18-11-2019 11:11,18000
18-11-2019 11:16,15100
18-11-2019 13:55,14000
18-11-2019 14:36,28800
18-11-2019 15:17,22800
20-11-2019 11:08,28100
20-11-2019 12:46,17300
20-11-2019 12:59,20300
20-11-2019 13:24,23800
20-11-2019 15:52,15000
20-11-2019 16:28,16300
20-11-2019 16:59,15500
21-11-2019 11:08,26000
21-11-2019 14:44,19600
21-11-2019 16:37,16000
22-11-2019 12:25,21000
22-11-2019 12:25,16300
22-11-2019 16:02,12800
22-11-2019 17:05,16600
23-11-2019 11:55,19300
23-11-2019 12:00,36100
23-11-2019 13:30,17800
23-11-2019 13:44,18800
23-11-2019 14:39,14300
23-11-2019 15:23,14800
23-11-2019 15:30,22300
23-11-2019 15:54,19500
23-11-2019 16:15,15300
24-11-2019 11:29,19800
24-11-2019 12:21,20800
24-11-2019 12:26,18300
24-11-2019 12:56,33700
24-11-2019 12:57,14500
24-11-2019 13:00,17300
24-11-2019 13:13,14800
24-11-2019 13:34,39000
24-11-2019 13:39,18800
24-11-2019 13:44,20300
24-11-2019 13:53,19300
24-11-2019 14:27,14100
24-11-2019 14:59,18800
24-11-2019 16:32,19500
25-11-2019 11:05,19800
25-11-2019 11:08,18800
25-11-2019 11:31,54100
25-11-2019 12:25,18000
25-11-2019 12:54,26300
25-11-2019 13:42,15800
25-11-2019 14:00,14800
27-11-2019 12:02,33400
27-11-2019 12:35,15300
27-11-2019 12:59,15800
27-11-2019 13:07,14800
27-11-2019 13:34,17300
27-11-2019 14:00,14100
27-11-2019 14:16,16500
28-11-2019 11:48,38600
28-11-2019 12:53,15300
28-11-2019 13:15,25300
28-11-2019 13:16,17500
28-11-2019 14:15,18300
28-11-2019 14:28,15100
28-11-2019 14:48,40000
28-11-2019 15:09,19300
29-11-2019 11:05,15800
29-11-2019 12:03,16300
29-11-2019 12:50,15800
29-11-2019 13:23,19300
29-11-2019 13:31,25000
29-11-2019 13:39,17300
29-11-2019 14:42,15300
29-11-2019 15:05,14300
29-11-2019 15:27,15000
29-11-2019 15:30,14800
29-11-2019 16:12,28100
30-11-2019 11:01,22100
30-11-2019 11:09,20400
30-11-2019 11:10,22800
30-11-2019 11:43,15800
30-11-2019 11:56,31400
30-11-2019 13:01,38200
30-11-2019 13:44,25100
30-11-2019 13:49,20300
30-11-2019 14:24,15800
30-11-2019 17:04,27600
01-12-2019 11:03,22100
01-12-2019 11:29,14800
01-12-2019 11:40,15300
01-12-2019 11:48,15300
01-12-2019 11:54,15300
01-12-2019 12:11,23100
01-12-2019 12:23,23100
01-12-2019 12:35,23000
01-12-2019 12:55,19000
01-12-2019 13:15,15800
01-12-2019 13:28,20300
01-12-2019 14:24,31100
01-12-2019 14:29,20800
01-12-2019 16:18,18600
01-12-2019 16:51,18300
02-12-2019 11:03,17500
02-12-2019 13:03,16100
02-12-2019 13:06,20600
02-12-2019 13:38,14800
02-12-2019 14:42,22800
02-12-2019 16:22,14300
04-12-2019 11:06,20300
04-12-2019 11:10,23300
04-12-2019 11:13,16600
04-12-2019 11:18,35000
04-12-2019 11:47,17500
04-12-2019 13:26,14800
04-12-2019 13:30,19600
04-12-2019 13:33,16100
04-12-2019 13:34,16000
04-12-2019 13:51,15300
04-12-2019 14:58,20500
05-12-2019 11:05,57700
05-12-2019 11:08,15300
05-12-2019 12:32,16000
05-12-2019 12:39,21800
05-12-2019 13:00,25000
05-12-2019 13:56,14800
05-12-2019 14:48,36000
05-12-2019 15:22,15800
06-12-2019 11:08,22100
06-12-2019 11:23,14800
06-12-2019 11:31,20500
06-12-2019 11:38,13800
06-12-2019 11:49,14800
06-12-2019 12:17,20100
06-12-2019 12:23,15000
06-12-2019 12:26,16300
06-12-2019 12:43,27500
06-12-2019 12:51,16300
06-12-2019 15:25,13800
07-12-2019 11:41,17500
07-12-2019 12:02,14800
07-12-2019 12:28,16100
07-12-2019 13:36,14800
07-12-2019 13:39,30800
07-12-2019 13:50,14500
07-12-2019 13:55,28600
07-12-2019 14:02,13600
07-12-2019 14:34,19900
07-12-2019 14:35,15100
08-12-2019 11:02,17300
08-12-2019 11:11,27600
08-12-2019 11:22,20500
08-12-2019 11:50,18000
08-12-2019 12:11,15300
08-12-2019 12:22,15300
08-12-2019 12:33,23000
08-12-2019 12:41,22600
08-12-2019 12:49,30600
08-12-2019 12:52,20300
08-12-2019 13:02,25400
08-12-2019 13:12,15800
08-12-2019 13:22,15800
08-12-2019 13:44,28100
08-12-2019 13:57,17000
08-12-2019 13:57,18300
08-12-2019 14:06,16100
08-12-2019 14:08,19800
08-12-2019 14:57,25100
08-12-2019 11:03,17100
09-12-2019 11:31,14800
09-12-2019 12:09,33100
09-12-2019 13:22,15300
09-12-2019 13:35,29800
09-12-2019 13:54,15800
09-12-2019 14:19,16600
09-12-2019 17:01,17100
11-12-2019 11:26,15300
11-12-2019 11:36,15000
11-12-2019 11:36,22000
11-12-2019 11:37,18800
11-12-2019 12:02,14000
11-12-2019 12:09,21500
11-12-2019 13:32,21500
11-12-2019 14:08,17300
11-12-2019 14:26,32000
11-12-2019 15:05,14500
11-12-2019 15:07,14300
12-12-2019 11:15,29200
12-12-2019 11:27,14800
12-12-2019 11:48,22300
12-12-2019 12:50,20600
12-12-2019 12:57,23300
12-12-2019 13:41,17400
12-12-2019 14:09,16300
12-12-2019 14:34,16300
12-12-2019 14:52,19500
12-12-2019 17:22,21800
13-12-2019 11:27,21100
13-12-2019 11:45,16400
13-12-2019 12:40,22800
13-12-2019 14:21,14800
13-12-2019 15:53,16800
13-12-2019 16:48,14000
14-12-2019 11:51,40500
14-12-2019 11:59,17300
14-12-2019 12:19,23800
14-12-2019 12:41,18300
14-12-2019 12:51,19300
14-12-2019 13:14,15800
14-12-2019 14:15,16800
15-12-2019 12:14,19300
15-12-2019 12:14,26000
15-12-2019 13:41,15000
15-12-2019 13:43,14000
15-12-2019 14:06,45400
15-12-2019 14:46,21800
15-12-2019 15:16,15300
15-12-2019 15:53,17100
16-12-2019 11:12,15300
16-12-2019 11:41,18900
16-12-2019 12:07,14100
16-12-2019 12:58,14800
16-12-2019 13:21,16800
16-12-2019 13:37,14500
16-12-2019 14:26,20300
16-12-2019 14:31,23600
16-12-2019 14:32,19500
18-12-2019 11:22,52800
18-12-2019 12:39,14000
18-12-2019 12:45,19600
18-12-2019 13:28,14100
18-12-2019 13:51,19600
18-12-2019 14:40,15500
18-12-2019 15:05,19100
18-12-2019 15:23,51200
19-12-2019 11:29,24800
19-12-2019 11:45,35300
19-12-2019 12:16,14300
19-12-2019 12:17,15800
19-12-2019 13:02,15600
19-12-2019 13:04,16400
19-12-2019 13:06,32500
19-12-2019 13:21,14300
19-12-2019 13:53,16600
20-12-2019 11:18,16800
20-12-2019 11:53,16300
20-12-2019 13:29,21600
20-12-2019 14:29,19300
20-12-2019 15:37,16800
20-12-2019 16:43,31100
21-12-2019 11:04,15100
21-12-2019 11:52,14800
21-12-2019 12:02,19800
21-12-2019 12:17,15300
21-12-2019 12:24,25300
21-12-2019 13:29,18500
21-12-2019 13:58,20000
21-12-2019 14:18,15800
21-12-2019 14:28,18500
21-12-2019 14:43,30900
22-12-2019 11:05,14800
22-12-2019 11:33,46000
22-12-2019 11:38,19300
22-12-2019 12:21,19300
22-12-2019 13:54,15300
22-12-2019 14:03,16000
22-12-2019 14:17,20300
22-12-2019 14:35,19300
22-12-2019 14:45,19000
22-12-2019 15:10,15000
22-12-2019 15:53,19600
23-12-2019 11:31,26100
23-12-2019 12:06,23800
23-12-2019 13:05,25600
23-12-2019 13:37,27300
23-12-2019 13:57,30300
23-12-2019 14:42,19500
23-12-2019 15:03,14000
24-12-2019 11:13,15300
24-12-2019 11:17,21400
24-12-2019 13:14,19300
25-12-2019 11:29,24100
25-12-2019 11:55,15300
25-12-2019 12:16,14800
25-12-2019 14:47,20000
25-12-2019 15:00,18300
25-12-2019 17:14,17000
26-12-2019 12:16,20500
26-12-2019 12:18,26600
26-12-2019 13:47,14500
26-12-2019 14:06,15600
26-12-2019 15:18,15300
27-12-2019 11:39,16300
27-12-2019 12:45,15800
27-12-2019 12:49,15000
28-12-2019 11:10,16100
28-12-2019 11:48,14800
28-12-2019 12:04,17000
28-12-2019 12:09,22300
28-12-2019 12:35,20900
28-12-2019 13:09,35600
28-12-2019 13:12,18800
28-12-2019 13:31,21500
28-12-2019 13:47,18800
28-12-2019 14:20,22000
28-12-2019 14:51,17000
28-12-2019 14:55,21500
28-12-2019 14:58,24300
28-12-2019 15:52,19300
28-12-2019 16:18,58900
28-12-2019 16:38,21100
29-12-2019 11:16,14000
29-12-2019 11:34,15300
29-12-2019 12:11,15300
29-12-2019 12:24,23900
29-12-2019 12:39,14800
29-12-2019 12:52,23800
29-12-2019 13:03,19800
29-12-2019 13:34,14800
29-12-2019 13:43,15800
29-12-2019 14:26,14800
29-12-2019 14:32,15000
29-12-2019 14:39,14000
29-12-2019 14:42,22800
29-12-2019 16:02,25500
30-12-2019 11:27,19800
30-12-2019 11:44,15300
30-12-2019 12:23,91300
30-12-2019 14:35,53900
30-12-2019 15:12,16100
30-12-2019 15:22,26100
30-12-2019 15:44,15800
02-01-2020 11:22,15000
02-01-2020 11:23,20300
02-01-2020 11:33,42900
02-01-2020 12:17,16500
02-01-2020 12:27,14300
02-01-2020 12:33,14800
02-01-2020 12:50,29300
02-01-2020 14:06,17600
02-01-2020 14:16,16500
02-01-2020 15:40,46900
03-01-2020 11:03,21600
03-01-2020 11:14,15500
03-01-2020 11:17,20300
03-01-2020 11:59,16300
03-01-2020 13:44,17300
03-01-2020 14:05,17000
03-01-2020 14:17,43100
03-01-2020 14:18,18000
03-01-2020 15:41,16100
03-01-2020 16:06,17300
03-01-2020 16:25,15100
03-01-2020 17:23,20600
04-01-2020 11:03,23800
04-01-2020 11:10,14800
04-01-2020 12:51,24800
04-01-2020 14:36,15300
04-01-2020 14:52,17400
04-01-2020 16:02,15100
04-01-2020 17:23,16500
05-01-2020 11:03,16800
05-01-2020 11:10,18600
05-01-2020 11:13,26700
05-01-2020 11:19,14300
05-01-2020 11:23,18000
05-01-2020 12:15,16400
05-01-2020 12:37,14300
05-01-2020 13:49,20300
05-01-2020 13:59,14500
05-01-2020 14:06,23800
05-01-2020 14:46,18300
05-01-2020 14:54,14300
05-01-2020 15:06,24400
05-01-2020 16:54,15300
05-01-2020 17:25,19600
06-01-2020 12:25,14800
06-01-2020 12:30,30800
06-01-2020 12:43,18300
06-01-2020 12:50,17300
06-01-2020 16:00,14300
06-01-2020 16:30,14000
08-01-2020 11:15,18100
08-01-2020 11:26,26000
08-01-2020 12:42,22600
08-01-2020 12:47,30300
08-01-2020 13:08,21200
08-01-2020 13:15,41400
08-01-2020 13:31,18300
08-01-2020 15:19,27200
08-01-2020 15:42,19800
08-01-2020 16:33,26900
09-01-2020 11:12,35700
09-01-2020 11:39,28300
09-01-2020 12:09,17000
09-01-2020 12:27,28800
09-01-2020 12:34,18300
09-01-2020 13:44,21900
09-01-2020 13:59,19800
09-01-2020 15:22,23300
09-01-2020 15:42,19600
09-01-2020 15:59,17600
09-01-2020 16:00,14800
09-01-2020 17:00,14800
10-01-2020 11:07,16300
10-01-2020 12:51,21800
10-01-2020 12:57,19600
10-01-2020 13:42,20100
10-01-2020 13:51,15800
10-01-2020 14:11,14300
10-01-2020 14:48,19300
10-01-2020 15:10,19300
11-01-2020 11:03,29000
11-01-2020 13:03,20600
11-01-2020 13:11,15100
11-01-2020 13:16,19600
11-01-2020 14:09,14800
11-01-2020 14:19,18300
11-01-2020 15:10,15800
11-01-2020 15:42,15800
12-01-2020 11:03,17300
12-01-2020 11:03,21800
12-01-2020 12:16,44100
12-01-2020 12:19,45400
12-01-2020 12:30,16000
12-01-2020 12:42,18000
12-01-2020 13:23,18300
12-01-2020 14:11,14800
12-01-2020 14:19,24400
12-01-2020 14:31,14500
12-01-2020 16:05,14500
12-01-2020 16:23,19600
12-01-2020 16:30,17000
12-01-2020 17:05,21300
13-01-2020 11:52,20300
13-01-2020 11:59,15300
13-01-2020 12:23,19000
13-01-2020 13:49,19300
13-01-2020 15:44,15100
13-01-2020 15:50,20500
13-01-2020 15:52,14800
13-01-2020 16:55,14500
15-01-2020 11:04,20300
15-01-2020 11:08,17300
15-01-2020 11:24,15500
15-01-2020 11:28,116500
15-01-2020 12:19,16000
15-01-2020 13:01,18300
15-01-2020 13:16,15000
15-01-2020 13:22,26300
15-01-2020 14:46,18800
16-01-2020 11:28,18800
16-01-2020 14:09,14800
17-01-2020 11:46,14800
17-01-2020 12:13,26600
17-01-2020 12:26,16300
17-01-2020 13:30,16300
17-01-2020 14:15,17800
17-01-2020 14:17,15300
18-01-2020 11:16,18300
18-01-2020 12:31,25800
18-01-2020 13:17,15000
18-01-2020 14:11,34700
18-01-2020 14:36,16500
18-01-2020 14:52,14300
18-01-2020 15:27,23600
18-01-2020 16:12,14500
19-01-2020 11:05,19300
19-01-2020 11:09,14800
19-01-2020 11:09,31100
19-01-2020 11:18,20600
19-01-2020 11:21,37000
19-01-2020 11:49,14500
19-01-2020 12:40,16300
19-01-2020 12:52,32100
19-01-2020 13:17,24300
19-01-2020 13:22,21100
19-01-2020 14:18,23900
19-01-2020 14:23,15100
19-01-2020 15:53,19100
19-01-2020 15:54,27400
19-01-2020 16:21,19800
19-01-2020 16:52,17800
20-01-2020 11:25,23800
20-01-2020 11:32,15000
20-01-2020 12:46,14800
20-01-2020 13:28,19500
20-01-2020 13:59,19300
22-01-2020 11:09,16100
22-01-2020 11:50,18100
22-01-2020 12:04,20300
22-01-2020 13:44,18300
22-01-2020 14:17,18500
22-01-2020 15:22,14500
22-01-2020 16:08,14800
22-01-2020 16:14,15600
23-01-2020 11:08,77100
23-01-2020 11:17,58700
23-01-2020 11:37,14100
23-01-2020 11:45,18800
23-01-2020 12:07,17800
23-01-2020 14:04,18600
23-01-2020 14:08,15000
23-01-2020 14:57,26000
23-01-2020 15:26,27500
23-01-2020 15:53,14800
24-01-2020 11:37,23800
24-01-2020 11:40,14800
24-01-2020 11:50,15300
26-01-2020 11:07,14800
26-01-2020 12:16,15000
26-01-2020 12:30,14800
26-01-2020 12:36,28100
26-01-2020 12:50,34900
26-01-2020 13:09,18000
26-01-2020 15:53,16800
27-01-2020 11:02,21600
27-01-2020 12:17,27600
27-01-2020 12:32,21800
27-01-2020 12:57,20300
27-01-2020 13:29,26000
27-01-2020 13:29,20100
27-01-2020 13:31,20600
29-01-2020 11:09,15300
29-01-2020 11:46,17500
29-01-2020 12:23,14800
29-01-2020 12:23,15100
29-01-2020 14:07,15800
29-01-2020 15:31,25900
30-01-2020 11:43,23300
30-01-2020 11:53,28800
30-01-2020 11:54,42900
30-01-2020 12:15,34300
30-01-2020 12:26,26600
30-01-2020 13:20,29600
30-01-2020 14:26,23300
30-01-2020 14:27,16000
30-01-2020 15:15,21100
31-01-2020 11:11,16800
31-01-2020 11:17,15300
31-01-2020 11:21,19800
31-01-2020 11:32,22500
31-01-2020 12:06,14800
31-01-2020 12:36,29900
31-01-2020 13:09,20300
31-01-2020 13:39,15000
31-01-2020 13:47,15000
31-01-2020 14:15,16800
31-01-2020 16:45,15000
01-02-2020 11:05,15100
01-02-2020 12:56,17300
01-02-2020 13:18,15300
01-02-2020 13:42,19300
01-02-2020 13:50,23600
01-02-2020 14:06,15800
01-02-2020 14:10,15300
01-02-2020 15:40,32400
01-02-2020 15:49,19600
02-02-2020 11:05,15000
02-02-2020 11:05,19300
02-02-2020 11:32,22300
02-02-2020 11:34,15800
02-02-2020 11:49,30800
02-02-2020 12:06,21400
02-02-2020 12:17,16800
02-02-2020 12:18,16000
02-02-2020 12:21,18300
02-02-2020 12:24,15300
02-02-2020 12:42,17300
02-02-2020 13:10,17800
02-02-2020 13:31,14500
02-02-2020 13:33,19300
02-02-2020 14:16,15100
02-02-2020 14:58,16100
02-02-2020 15:37,15800
02-02-2020 16:13,16100
02-02-2020 17:29,19600
03-02-2020 12:52,45500
03-02-2020 15:30,16100
03-02-2020 14:26,16300
03-02-2020 16:42,15800
05-02-2020 11:08,20600
05-02-2020 11:23,19800
05-02-2020 11:48,34100
05-02-2020 11:54,21500
05-02-2020 11:56,27600
05-02-2020 12:07,21600
05-02-2020 12:32,16300
05-02-2020 12:36,17500
05-02-2020 13:12,21300
05-02-2020 13:48,14300
05-02-2020 14:08,50000
05-02-2020 15:58,17300
06-02-2020 11:05,14500
06-02-2020 11:13,15800
06-02-2020 11:15,15100
06-02-2020 11:16,20900
06-02-2020 11:34,18600
06-02-2020 12:29,15600
06-02-2020 12:31,15000
06-02-2020 12:36,14800
06-02-2020 13:13,21300
06-02-2020 13:31,18800
06-02-2020 14:58,20300
06-02-2020 15:55,15300
07-02-2020 11:14,16300
07-02-2020 11:51,17800
07-02-2020 12:39,33300
07-02-2020 12:44,29300
07-02-2020 12:48,15800
07-02-2020 12:56,17900
07-02-2020 13:41,18300
07-02-2020 14:51,14800
07-02-2020 15:14,19300
07-02-2020 15:34,21800
07-02-2020 15:40,26300
07-02-2020 16:23,20000
07-02-2020 16:41,21800
07-02-2020 17:28,16100
08-02-2020 11:31,23600
08-02-2020 11:57,14800
08-02-2020 12:24,22800
08-02-2020 12:38,21200
08-02-2020 12:54,14800
08-02-2020 13:01,24300
08-02-2020 13:14,25600
08-02-2020 13:24,16500
08-02-2020 13:27,25800
08-02-2020 14:42,19800
08-02-2020 15:22,22800
08-02-2020 15:24,20800
09-02-2020 11:03,19300
09-02-2020 11:03,30000
09-02-2020 11:09,18300
09-02-2020 11:52,34300
09-02-2020 12:16,20800
09-02-2020 12:17,21200
09-02-2020 12:23,17300
09-02-2020 12:33,19800
09-02-2020 12:36,15800
09-02-2020 12:54,22300
09-02-2020 13:47,16300
09-02-2020 13:54,18300
09-02-2020 14:34,14000
09-02-2020 15:15,18500
09-02-2020 15:48,24400
09-02-2020 16:07,16300
09-02-2020 16:32,14800
10-02-2020 11:31,15300
10-02-2020 11:41,19300
10-02-2020 13:24,15000
10-02-2020 14:03,16000
12-02-2020 11:03,16800
12-02-2020 11:04,15000
12-02-2020 11:04,37600
12-02-2020 11:12,16300
12-02-2020 11:19,21200
12-02-2020 11:41,19600
12-02-2020 12:10,19300
12-02-2020 12:48,53600
12-02-2020 14:09,31600
12-02-2020 14:35,55200
12-02-2020 15:12,24500
12-02-2020 16:21,22500
12-02-2020 17:21,21300
13-02-2020 11:20,15500
13-02-2020 11:35,14300
13-02-2020 12:23,14800
13-02-2020 12:28,18300
13-02-2020 14:10,16100
13-02-2020 15:22,31300
14-02-2020 12:44,27300
14-02-2020 12:58,23300
14-02-2020 13:06,16300
14-02-2020 13:12,20300
14-02-2020 13:46,57500
14-02-2020 14:16,16100
14-02-2020 14:18,67000
14-02-2020 15:27,15100
15-02-2020 11:07,25000
15-02-2020 11:59,17000
15-02-2020 12:15,19000
15-02-2020 12:31,16500
15-02-2020 12:35,15500
15-02-2020 12:50,17500
15-02-2020 12:55,20500
15-02-2020 13:04,19300
15-02-2020 13:38,17300
15-02-2020 14:03,32100
15-02-2020 14:13,16100
15-02-2020 17:19,19600
16-02-2020 11:17,27100
16-02-2020 11:17,17000
16-02-2020 11:30,19800
16-02-2020 11:57,26600
16-02-2020 12:03,14300
16-02-2020 12:06,22100
16-02-2020 12:07,41800
16-02-2020 12:41,14800
16-02-2020 12:43,18300
16-02-2020 13:09,15000
16-02-2020 13:51,25300
16-02-2020 14:06,15600
16-02-2020 14:46,16100
16-02-2020 15:17,16400
17-02-2020 11:20,15500
17-02-2020 12:24,15800
17-02-2020 13:03,20100
17-02-2020 13:05,20300
17-02-2020 13:33,23300
17-02-2020 13:48,16800
17-02-2020 14:29,20300
17-02-2020 15:25,36600
17-02-2020 17:01,14500
19-02-2020 11:00,14500
19-02-2020 11:34,14500
19-02-2020 11:39,19600
19-02-2020 11:49,18600
19-02-2020 12:07,16000
19-02-2020 12:12,24600
19-02-2020 13:01,17500
19-02-2020 13:03,17100
19-02-2020 22:13,15800
19-02-2020 14:40,30800
19-02-2020 14:42,23000
20-02-2020 11:05,23100
20-02-2020 11:06,20000
20-02-2020 11:11,23800
20-02-2020 11:11,26800
20-02-2020 11:01,14800
20-02-2020 11:23,27600
20-02-2020 12:12,14800
20-02-2020 12:51,15600
20-02-2020 13:18,15800
20-02-2020 13:50,42200
20-02-2020 15:41,25400
21-02-2020 11:14,15300
21-02-2020 11:40,18000
21-02-2020 11:54,19800
21-02-2020 13:20,20000
21-02-2020 13:28,14800
21-02-2020 13:32,18500
21-02-2020 14:21,33500
21-02-2020 14:41,15800
22-02-2020 11:03,14300
22-02-2020 11:09,28300
22-02-2020 11:14,16300
22-02-2020 11:35,18600
22-02-2020 11:39,21200
22-02-2020 12:13,17000
22-02-2020 12:14,19300
22-02-2020 12:22,17100
22-02-2020 12:25,16300
22-02-2020 12:33,14500
22-02-2020 12:48,16100
22-02-2020 13:10,22000
22-02-2020 13:24,17500
22-02-2020 13:51,21500
22-02-2020 14:02,23100
22-02-2020 14:14,15400
22-02-2020 14:22,15100
22-02-2020 15:00,24100
22-02-2020 17:20,15300
23-02-2020 11:04,35300
23-02-2020 11:06,18000
23-02-2020 11:07,41300
23-02-2020 11:10,26600
23-02-2020 11:13,27200
23-02-2020 11:32,24100
23-02-2020 11:41,17000
23-02-2020 11:47,23500
23-02-2020 11:52,25500
23-02-2020 12:09,20300
23-02-2020 12:25,15300
23-02-2020 12:27,23100
23-02-2020 12:38,18800
23-02-2020 12:39,19800
23-02-2020 12:42,24300
23-02-2020 12:49,32000
23-02-2020 13:06,20300
23-02-2020 13:09,21800
23-02-2020 13:35,18500
23-02-2020 13:58,18000
23-02-2020 14:05,22300
23-02-2020 14:07,24000
23-02-2020 14:21,24400
23-02-2020 15:07,15800
23-02-2020 15:57,15600
23-02-2020 16:00,26600
23-02-2020 16:29,30100
23-02-2020 16:42,17600
24-02-2020 11:07,29900
24-02-2020 12:09,17900
24-02-2020 12:26,29900
24-02-2020 12:52,26900
24-02-2020 14:32,26800
24-02-2020 14:36,22600
24-02-2020 15:02,16100
24-02-2020 15:55,19300
26-02-2020 11:07,15800
26-02-2020 11:12,31600
26-02-2020 11:18,15600
26-02-2020 11:20,18300
26-02-2020 11:55,15300
26-02-2020 12:01,23300
26-02-2020 12:34,22000
26-02-2020 12:48,15000
26-02-2020 12:49,14500
26-02-2020 13:03,17800
26-02-2020 13:08,15300
26-02-2020 13:28,15800
26-02-2020 13:38,20800
26-02-2020 13:46,14500
26-02-2020 14:29,23300
26-02-2020 14:40,17100
26-02-2020 15:49,21200
26-02-2020 16:13,27900
27-02-2020 11:15,23300
27-02-2020 11:23,23800
27-02-2020 11:24,15300
27-02-2020 11:25,23100
27-02-2020 11:26,20900
27-02-2020 12:04,14800
27-02-2020 12:20,19800
27-02-2020 14:22,22000
27-02-2020 15:45,15100
27-02-2020 15:47,19600
28-02-2020 11:02,33800
28-02-2020 11:09,25100
28-02-2020 11:09,23100
28-02-2020 11:13,20100
28-02-2020 11:52,16500
28-02-2020 11:54,14800
28-02-2020 12:04,20300
28-02-2020 12:10,24500
28-02-2020 12:28,51100
28-02-2020 12:57,19600
28-02-2020 13:26,18000
28-02-2020 13:36,16100
28-02-2020 15:50,17800
28-02-2020 16:33,15600
28-02-2020 16:58,20600
29-02-2020 11:03,20600
29-02-2020 11:09,17300
29-02-2020 11:14,16100
29-02-2020 11:35,16300
29-02-2020 12:44,23600
29-02-2020 12:48,19000
29-02-2020 12:49,18500
29-02-2020 12:52,21300
29-02-2020 12:54,21800
29-02-2020 14:23,22800
29-02-2020 14:25,15300
29-02-2020 14:55,18000
29-02-2020 15:34,19300
29-02-2020 16:31,23600
01-03-2020 11:06,34100
01-03-2020 11:06,29800
01-03-2020 11:14,23800
01-03-2020 11:18,21100
01-03-2020 11:26,14000
01-03-2020 11:47,41800
01-03-2020 12:13,14800
01-03-2020 12:19,20800
01-03-2020 12:45,22300
01-03-2020 13:10,33400
01-03-2020 13:23,16300
01-03-2020 13:32,24800
01-03-2020 14:17,20800
01-03-2020 14:19,23500
01-03-2020 14:27,27300
01-03-2020 14:57,14500
01-03-2020 15:16,20300
02-03-2020 12:26,31400
02-03-2020 12:28,14800
02-03-2020 12:51,27800
02-03-2020 13:00,15800
02-03-2020 13:00,18300
02-03-2020 13:00,20000
02-03-2020 13:32,33600
02-03-2020 13:41,20300
02-03-2020 14:00,15300
02-03-2020 14:02,21600
02-03-2020 14:35,19000
02-03-2020 16:40,16300
02-03-2020 17:05,18800
05-03-2020 11:03,14800
05-03-2020 11:36,37100
05-03-2020 11:39,15500
05-03-2020 12:00,20500
05-03-2020 12:00,24300
05-03-2020 12:11,17800
05-03-2020 12:17,14800
05-03-2020 12:28,18000
05-03-2020 13:33,17600
05-03-2020 13:36,25700
05-03-2020 13:39,18500
05-03-2020 13:40,16400
05-03-2020 13:46,16300
05-03-2020 13:48,27800
05-03-2020 14:20,15600
05-03-2020 14:26,14300
05-03-2020 14:49,20800
05-03-2020 14:50,17400
05-03-2020 15:03,17300
05-03-2020 15:26,15100
05-03-2020 15:29,15300
05-03-2020 15:56,20600
06-03-2020 11:07,19800
06-03-2020 11:53,17500
06-03-2020 12:02,16800
06-03-2020 12:15,18500
06-03-2020 12:21,16300
06-03-2020 12:22,22800
06-03-2020 12:22,14800
06-03-2020 12:24,25600
06-03-2020 12:27,18300
06-03-2020 13:12,27000
06-03-2020 13:21,20600
06-03-2020 13:24,21100
06-03-2020 13:44,15800
06-03-2020 14:00,15800
06-03-2020 14:05,16300
06-03-2020 14:34,18800
07-03-2020 11:16,14800
07-03-2020 11:29,20800
07-03-2020 12:00,19300
07-03-2020 12:02,17300
07-03-2020 12:39,17500
07-03-2020 12:58,23000
07-03-2020 12:59,18300
07-03-2020 12:59,14800
07-03-2020 13:07,19500
07-03-2020 13:17,15500
07-03-2020 13:20,19600
07-03-2020 13:53,28100
07-03-2020 14:20,19800
07-03-2020 14:40,14000
07-03-2020 14:54,15600
07-03-2020 14:56,16800
08-03-2020 11:09,14800
08-03-2020 11:19,19000
08-03-2020 11:38,16800
08-03-2020 12:03,29100
08-03-2020 12:03,19600
08-03-2020 12:13,15000
08-03-2020 12:28,32800
08-03-2020 12:50,14300
08-03-2020 12:52,21300
08-03-2020 13:26,20300
08-03-2020 13:34,18000
08-03-2020 13:44,19600
08-03-2020 13:48,18500
08-03-2020 14:07,22300
08-03-2020 15:18,25400
08-03-2020 15:23,16100
08-03-2020 15:35,18300
08-03-2020 16:19,14800
09-03-2020 11:23,21300
09-03-2020 11:42,14800
09-03-2020 12:16,20500
09-03-2020 12:24,16000
09-03-2020 12:47,15600
09-03-2020 12:50,19000
09-03-2020 13:20,18800
09-03-2020 14:05,18000
11-03-2020 11:10,28600
11-03-2020 11:24,24300
11-03-2020 11:51,16000
11-03-2020 11:57,27100
11-03-2020 12:05,26100
11-03-2020 13:03,16100
11-03-2020 13:14,22100
11-03-2020 13:17,25300
11-03-2020 13:21,19000
12-03-2020 11:03,22800
12-03-2020 11:20,34100
12-03-2020 11:31,18000
12-03-2020 11:42,27800
12-03-2020 11:45,17300
12-03-2020 12:23,20800
12-03-2020 13:34,25100
12-03-2020 13:56,47000
12-03-2020 14:32,16100
12-03-2020 15:17,22800
13-03-2020 11:46,23800
13-03-2020 12:14,21600
13-03-2020 12:25,14800
13-03-2020 12:30,14800
13-03-2020 12:35,18800
13-03-2020 12:37,25100
13-03-2020 13:43,15300
13-03-2020 13:48,15300
13-03-2020 14:37,22800
13-03-2020 15:49,15100
13-03-2020 15:58,19600
13-03-2020 16:25,17100
14-03-2020 11:03,15100
14-03-2020 11:11,28300
